q01	d016,d259,d254,d186,d085,d209,d170,d153,d008,d215,d185,d163,d154,d315,d296,d060,d089,d243,d004,d162,d006,d100,d094,d179,d145,d059,d299,d039,d329,d273,d312,d028,d311,d082,d281,d255,d065,d317,d074,d265,d130,d229,d275,d021,d152,d077,d195,d052,d316,d164,d038,d024,d123,d136,d184
q02	d147,d149,d283,d134,d002,d023,d293,d187,d014,d052,d282,d316,d139,d143,d039,d150,d051,d291,d103,d318,d296,d222,d107,d128,d268,d166,d320,d090,d145,d254,d137,d124,d252,d117,d250,d131,d119,d106,d142,d211,d287,d108,d058,d306,d164,d248,d172,d160,d234,d185,d031,d046,d007,d020,d197,d121,d173,d227,d018,d130,d290,d047,d246,d237,d017,d221,d245,d300,d044,d305,d210,d116,d158,d179,d064,d228,d083,d215,d180,d229,d238,d202,d068,d243,d264,d029,d151,d263,d022,d251,d021,d307,d319,d144,d042,d098,d204,d153,d054,d019,d260,d239,d154,d082,d255,d062,d140,d206,d212,d129,d122,d322,d224,d323,d269,d225,d327,d120,d200,d308,d218,d077,d055,d005,d242,d010,d257,d186,d141,d262,d236,d118,d324,d133,d102,d043,d219,d232,d040,d198,d230,d050,d313,d273,d163,d190,d067,d101,d001,d266,d284,d045,d309,d279,d297,d281,d061,d233,d196,d317,d037,d271,d298,d191,d226,d278,d161,d004,d302,d277,d188,d285,d063,d216,d162,d330,d152,d286,d085,d205,d314,d194,d214,d249,d079,d244,d080,d304,d328,d024,d136,d203,d294,d003,d184
q03	d291,d283,d152
q04	d019,d270,d049,d275,d310,d010,d289,d286,d130,d330,d100,d060,d199,d013,d184,d091,d205,d252,d314,d093,d213,d110,d046,d196,d296,d111,d300,d081,d312,d208,d121,d306,d221,d298,d142,d113,d018,d075,d251,d308,d082,d303,d271,d133,d145,d268,d117,d030,d301,d246,d262,d216,d041,d124,d307,d108,d292,d114,d001,d290,d180,d009,d198,d230,d061,d276,d048,d163,d005,d193,d071,d022,d122,d160,d227,d264,d043,d089,d327,d212,d129,d119,d087,d020,d238,d050,d088,d248,d250,d215,d263,d194,d102,d197,d219,d164,d255,d042,d024,d279,d062,d131,d106,d029,d226,d253,d269,d200,d125,d040,d006,d319,d261,d210,d162,d181,d192,d266,d294,d220,d112,d104,d234,d023,d191,d059,d202,d120,d280,d265,d126,d058,d259,d123,d012,d047,d136,d242,d063,d073,d291,d054,d021,d092,d175,d189,d055,d257,d284,d052,d249,d241,d214,d186,d206,d157,d037,d244,d032,d304,d039,d095,d143,d302,d147,d225,d044,d235,d027,d144,d007,d151,d008,d217,d174,d232,d070,d098,d295,d237,d209,d156,d031,d287,d146,d065,d274,d099,d207,d229,d278,d051,d166,d076,d247,d169,d014,d283,d256,d015,d085,d195,d115,d183,d316,d168,d118,d179,d324,d038,d079,d080,d258,d203,d260,d003,d293,d177
q06	d297,d329,d026,d029,d233,d257,d025,d166,d154,d023,d215,d012,d077,d211,d186,d139,d060,d265,d225,d303,d021,d134,d245,d231,d220,d236,d070,d270,d110,d319,d003,d163,d192,d034,d209,d081,d104,d061,d069,d018,d129,d202,d208,d247,d046,d087,d044,d305,d205,d052,d116,d234,d262,d199,d079,d039,d033,d294,d098
q07	d146,d289,d004,d266,d034,d098,d123,d284,d042,d234,d113,d044,d153,d140,d078,d287,d247,d062,d149,d165,d211,d033,d262,d011,d151,d139,d057,d293,d240,d175,d255,d074,d083,d117,d271,d137,d071,d087,d323,d253,d305,d150,d252,d115,d200,d282,d157,d179,d084,d143,d158
q08	d251,d292,d180,d106,d110,d108,d117,d235,d005,d107,d028,d246,d144,d271,d269,d304,d205,d115,d125,d089,d075,d030,d070,d091,d121,d130,d294,d312,d198,d019,d104,d224,d043,d189,d059,d062,d138,d142,d192,d266,d196,d232,d151,d327,d282,d270,d044,d290,d113,d081,d082,d122,d148,d045,d095,d215,d037,d099,d207,d063,d223,d226,d221,d126,d202,d093,d288,d022,d216,d127,d210,d080,d264,d197,d213,d281,d118,d250,d133,d236,d219,d009,d201,d325,d024,d040,d123,d035,d008,d050,d209,d170,d240,d255,d301,d155,d237,d001,d076,d320,d013,d274,d078,d286,d287,d096,d015,d323,d296,d193,d085,d135,d278,d073,d195,d308,d087,d305,d046,d241,d200,d079,d042,d316,d039,d182,d164,d038,d190,d203,d034,d074,d124,d064,d026,d225,d103,d101,d206,d261,d051,d174,d131,d109,d006,d330,d244,d248,d291,d314,d120,d168,d306,d284,d228,d309,d260,d069,d212,d119,d217,d329,d263,d265,d160,d129,d194,d253,d088,d179,d208,d054,d319,d111,d283,d153,d165,d222,d268,d307,d097,d149,d303,d055,d257,d060,d052,d116,d053,d262,d233,d048,d199,d220,d280,d191,d275,d161,d322,d007,d254,d102,d147,d218,d114,d047,d077,d143,d313,d098,d158,d086,d017,d311,d163,d067,d184,d267,d049,d279,d065,d140,d136,d317,d071,d298,d083,d229,d175,d302,d285,d211,d137,d020,d293,d021,d152,d318,d242,d100,d231,d289,d094,d066,d145,d276,d068,d328,d033,d227,d002,d029,d230,d172,d295,d239,d273,d003,d272,d300,d171,d072,d181,d321,d297,d023,d061,d112,d032,d243,d166,d247,d132,d012,d252,d183,d234,d214,d157,d084,d139,d258,d177
q09	d199,d198,d217,d223,d177,d220,d085,d299,d052,d330,d069,d205,d175,d065,d323,d172,d211,d273,d086,d068,d169,d016,d089,d073,d041,d162,d021,d116,d284,d233,d087,d256,d221,d286,d231,d186,d179,d038,d219,d008,d029,d294,d312,d272,d192,d081,d072,d170,d240,d071,d122,d259,d202,d254,d166,d308,d111,d268,d097,d010,d055,d100,d234,d194,d214,d193,d244,d328,d098,d158
q10	d060,d036,d231,d100,d052,d034,d031,d072,d091,d221,d314,d092,d281,d215,d233,d170,d079,d305,d030,d285,d235,d294,d085,d068,d288,d035,d142,d042,d295,d220,d069,d113,d064,d059,d124,d258,d217,d076,d279,d114,d040,d122,d313,d109,d282,d117,d330,d099,d201,d194,d202,d254,d118,d308,d246,d327,d244,d041,d020,d323,d165,d256,d024,d198,d012,d044,d010,d263,d026,d283,d077,d048,d179,d125,d167,d151,d137,d329,d058,d260,d021,d152,d268,d172,d054,d154,d192,d057,d001,d325,d065,d159,d018,d130,d071,d095,d223,d322,d132,d216,d177,d015,d205,d289,d271,d066,d214,d316,d009,d141,d280,d328,d264,d219,d022,d299,d310,d203,d174,d029,d232,d301,d230,d248,d291,d312,d110,d273,d237,d319,d086,d204,d190,d101,d209,d171,d303,d081,d045,d146,d023,d131,d240,d061,d320,d255,d212,d056,d331,d074,d126,d129,d135,d259,d229,d185,d148,d063,d211,d073,d247,d046,d014,d218,d025,d307,d097,d138,d027,d016,d107,d144,d055,d257,d115,d173,d234,d250,d262,d241,d199,d168,d093,d133,d193,d249,d080,d039,d251,d136,d175,d017,d003,d293
q12	d258,d277,d239,d250,d176,d056,d301,d132,d081,d078,d096,d138,d229,d034,d156,d012,d015,d011,d191,d270,d331,d280,d095,d302,d225,d182,d295,d190,d184,d236,d060,d297,d102,d035,d151,d076,d169,d067,d021,d235,d124,d150,d317,d122,d129,d051,d180,d243,d143,d197,d010,d183,d052,d316,d141,d109,d003,d303
