q01	d259,d186,d016,d085,d254,d170,d153,d154,d008,d296,d163,d209,d089,d060,d315,d215,d185,d094,d100,d243,d004,d006,d179,d039,d299,d162,d273,d329,d082,d145,d028,d059,d317,d312,d065,d265,d255,d077,d281,d123,d038,d311,d275,d074,d021,d195,d024,d229,d130,d152,d164,d136,d184,d316,d052
q02	d147,d149,d283,d002,d014,d282,d293,d316,d039,d052,d318,d023,d187,d134,d143,d103,d128,d051,d107,d291,d166,d139,d150,d296,d145,d211,d268,d222,d306,d106,d017,d117,d124,d142,d119,d320,d160,d090,d058,d173,d020,d254,d252,d250,d164,d287,d234,d227,d131,d047,d137,d290,d248,d108,d121,d185,d237,d246,d197,d046,d018,d044,d031,d238,d172,d210,d300,d307,d243,d158,d083,d068,d144,d202,d260,d151,d098,d263,d021,d130,d007,d179,d116,d022,d229,d042,d264,d239,d305,d154,d206,d082,d251,d245,d140,d062,d054,d122,d180,d308,d228,d212,d005,d242,d153,d204,d215,d327,d269,d120,d221,d064,d133,d200,d322,d225,d010,d218,d262,d257,d029,d186,d319,d077,d255,d118,d323,d230,d129,d019,d324,d271,d224,d055,d040,d050,d236,d232,d043,d045,d001,d273,d141,d037,d063,d190,d219,d309,d317,d233,d226,d198,d297,d298,d004,d277,d284,d285,d278,d161,d214,d101,d313,d102,d216,d061,d163,d314,d079,d281,d205,d279,d266,d302,d080,d196,d191,d330,d286,d188,d328,d024,d304,d249,d152,d067,d203,d136,d003,d244,d194,d085,d184,d162,d294
q03	d291,d152,d283
q04	d270,d019,d049,d310,d275,d010,d289,d286,d330,d100,d184,d013,d130,d314,d060,d306,d252,d093,d110,d091,d213,d296,d205,d300,d199,d111,d298,d081,d046,d121,d246,d312,d142,d082,d208,d308,d196,d230,d133,d075,d307,d018,d303,d268,d251,d216,d048,d030,d114,d290,d124,d262,d041,d005,d001,d180,d113,d193,d327,d301,d108,d050,d117,d271,d264,d160,d043,d061,d071,d198,d122,d020,d227,d250,d292,d212,d163,d253,d119,d024,d062,d263,d248,d226,d215,d089,d125,d131,d088,d087,d040,d164,d259,d269,d123,d194,d279,d063,d234,d192,d145,d009,d221,d136,d104,d261,d280,d175,d022,d276,d162,d238,d294,d029,d186,d265,d319,d214,d126,d023,d073,d266,d200,d021,d129,d189,d257,d055,d304,d006,d112,d197,d255,d106,d219,d039,d244,d181,d042,d210,d241,d157,d047,d052,d202,d102,d220,d058,d242,d206,d120,d037,d059,d191,d012,d044,d225,d054,d249,d291,d284,d143,d092,d144,d032,d027,d302,d147,d151,d098,d274,d295,d232,d007,d237,d235,d070,d174,d095,d217,d014,d051,d008,d207,d065,d031,d166,d247,d278,d287,d146,d156,d209,d099,d079,d038,d260,d115,d080,d195,d183,d169,d076,d168,d229,d258,d015,d203,d003,d118,d256,d085,d283,d324,d316,d177,d293,d179
q06	d297,d329,d026,d029,d233,d257,d025,d186,d077,d012,d303,d154,d166,d139,d211,d023,d215,d225,d265,d060,d021,d231,d245,d003,d236,d134,d220,d070,d192,d069,d110,d104,d044,d081,d270,d247,d319,d202,d061,d163,d018,d209,d034,d079,d205,d129,d208,d098,d262,d033,d046,d087,d234,d116,d039,d305,d199,d052,d294
q07	d004,d146,d289,d034,d098,d153,d123,d266,d044,d149,d284,d062,d042,d234,d211,d287,d247,d140,d078,d113,d262,d033,d175,d151,d165,d240,d139,d011,d057,d271,d293,d083,d253,d255,d200,d071,d282,d252,d115,d074,d117,d084,d137,d087,d143,d305,d150,d157,d158,d323,d179
q08	d251,d110,d108,d117,d180,d107,d028,d292,d106,d271,d246,d205,d005,d115,d235,d144,d089,d304,d269,d030,d125,d075,d070,d121,d091,d312,d294,d130,d104,d019,d189,d224,d043,d198,d062,d327,d059,d151,d192,d142,d044,d282,d138,d232,d290,d127,d045,d037,d063,d082,d081,d270,d266,d122,d196,d207,d226,d216,d093,d202,d113,d080,d126,d215,d148,d210,d099,d123,d213,d133,d201,d022,d197,d223,d040,d264,d250,d024,d050,d274,d240,d118,d236,d009,d288,d001,d095,d237,d013,d221,d219,d035,d170,d135,d008,d301,d255,d281,d155,d325,d096,d209,d308,d200,d320,d278,d079,d296,d073,d195,d286,d193,d076,d287,d015,d078,d038,d087,d046,d039,d182,d085,d323,d305,d241,d042,d164,d203,d316,d190,d225,d124,d034,d206,d051,d306,d026,d074,d103,d261,d064,d006,d101,d260,d174,d314,d069,d131,d253,d309,d097,d160,d307,d330,d248,d291,d244,d111,d168,d228,d284,d120,d329,d265,d109,d149,d153,d212,d017,d217,d119,d268,d129,d303,d322,d054,d233,d048,d218,d263,d208,d165,d047,d194,d114,d098,d053,d319,d161,d262,d257,d007,d077,d088,d055,d220,d116,d318,d086,d143,d280,d179,d267,d254,d060,d184,d275,d283,d147,d191,d158,d140,d317,d199,d052,d065,d222,d071,d298,d211,d136,d020,d175,d083,d285,d313,d102,d163,d049,d068,d242,d311,d230,d293,d279,d302,d021,d231,d094,d100,d033,d328,d137,d229,d152,d227,d067,d289,d276,d003,d295,d239,d145,d273,d002,d112,d321,d066,d300,d181,d243,d297,d166,d247,d029,d171,d214,d023,d061,d032,d072,d084,d132,d172,d252,d272,d183,d012,d234,d258,d157,d177,d139
q09	d198,d199,d177,d217,d223,d220,d205,d299,d069,d330,d085,d068,d065,d211,d175,d086,d273,d052,d169,d016,d073,d323,d172,d041,d089,d021,d233,d116,d284,d186,d162,d038,d286,d231,d087,d259,d256,d240,d179,d192,d219,d312,d221,d097,d008,d081,d071,d170,d294,d111,d166,d122,d308,d029,d214,d202,d072,d268,d254,d272,d010,d098,d100,d193,d328,d055,d234,d244,d194,d158
q10	d231,d060,d100,d036,d034,d052,d031,d314,d072,d233,d068,d091,d079,d285,d215,d030,d281,d170,d092,d295,d069,d305,d221,d142,d124,d085,d235,d035,d042,d040,d258,d294,d114,d282,d122,d220,d201,d246,d076,d288,d113,d327,d059,d279,d217,d064,d044,d330,d109,d024,d020,d308,d048,d244,d118,d202,d194,d117,d099,d260,d263,d254,d041,d026,d165,d010,d012,d125,d256,d177,d179,d077,d313,d151,d198,d154,d058,d167,d001,d329,d268,d323,d159,d192,d283,d021,d057,d137,d322,d065,d054,d152,d071,d214,d216,d018,d325,d230,d271,d205,d132,d172,d223,d328,d130,d009,d015,d259,d203,d022,d289,d280,d264,d310,d232,d237,d303,d045,d316,d299,d086,d240,d174,d273,d141,d204,d063,d190,d095,d301,d110,d066,d331,d219,d014,d312,d135,d097,d081,d307,d173,d248,d218,d291,d211,d247,d029,d319,d144,d171,d126,d131,d101,d320,d212,d255,d023,d061,d146,d017,d056,d209,d073,d129,d093,d025,d133,d250,d107,d027,d115,d185,d080,d074,d148,d262,d257,d168,d193,d046,d016,d138,d055,d229,d249,d234,d136,d039,d003,d175,d241,d293,d199,d251
q12	d277,d258,d250,d239,d176,d301,d056,d132,d096,d078,d081,d012,d138,d015,d229,d182,d156,d034,d191,d011,d331,d270,d280,d225,d295,d184,d190,d302,d151,d297,d236,d060,d169,d021,d076,d124,d095,d035,d051,d317,d143,d243,d122,d235,d150,d102,d180,d129,d183,d197,d010,d067,d003,d109,d303,d316,d141,d052
q13	d219,d049,d258,d276,d239,d056,d277,d205,d272,d194,d309,d303,d317,d241,d042,d286,d070,d099,d285,d043,d026,d040,d221,d047,d126,d297,d288,d060,d262,d165,d281,d015,d183,d292,d136,d269,d289,d245,d310,d190,d087,d237,d019,d249,d100,d161,d311,d157,d200,d305,d050,d142,d290,d138,d130,d129,d274,d248,d002,d061,d013,d037,d222,d174,d162,d018,d124,d119,d159,d028,d059,d243,d051,d312,d135,d189,d139,d075,d150,d046,d263,d313,d259,d164,d022,d122,d171,d079,d088,d235,d240,d246,d191,d123,d141,d304,d148,d253,d094,d257,d270,d033,d244,d170,d280,d323,d212,d156,d072,d113,d096,d271,d250,d147,d074,d012,d098,d193,d016,d007,d118,d318,d256,d173,d103,d180,d058,d228,d153,d204,d107,d215,d327,d064,d128,d322,d225,d218,d211,d029,d186,d319,d077,d255,d017,d117,d158,d230,d172,d210,d224,d055,d234,d227,d143,d236,d232,d045,d316,d001,d145,d273,d052,d179,d063,d106,d014,d238,d300,d160,d307,d233,d226,d198,d291,d298,d166,d004,d284,d020,d083,d278,d144,d214,d149,d101,d287,d202,d102,d216,d023,d163,d314,d279,d266,d121,d302,d185,d080,d196,d021,d197,d330,d188,d328,d024,d229,d152,d067,d203,d003,d134,d085,d184,d293,d294
q14	d145,d002,d122,d180,d091,d142,d081,d117,d247,d121,d030,d093,d041,d133,d082,d144,d242,d125,d022,d277,d136,d280,d005,d209,d075,d062,d094,d314,d130,d104,d031,d052,d025,d089,d308,d229,d299,d192,d097,d181,d069,d174,d330,d085,d068,d254,d065,d115,d238,d211,d175,d086,d273,d169,d288,d016,d110,d073,d323,d172,d143,d021,d023,d233,d293,d116,d284,d186,d147,d162,d038,d223,d286,d231,d087,d259,d256,d240,d179,d219,d312,d221,d008,d071,d198,d170,d294,d111,d166,d029,d214,d202,d072,d268,d272,d010,d098,d100,d193,d328,d055,d234,d244,d194,d158
